,character,structure,segment,number,
U+090D6,郖,0,豆阝,豆聲,
U+090D7,郗,0,希阝,希聲,
U+090D9,郙,0,甫阝,甫聲,
U+090DA,郚,0,吾阝,吾聲,
U+090DB,郛,0,孚阝,孚聲,
U+090DC,郜,0,告阝,告聲,
U+090DD,郝,0,赤阝,赤聲,
U+090DE,郞,0,良阝,良聲,
U+090DF,郟,0,夾阝,夾聲,
U+090E2,郢,0,呈阝,呈聲,
U+090E3,郣,0,孛阝,孛聲,
U+090E4,郤,0,谷阝,谷聲,
U+090EA,郪,0,妻阝,妻聲,
U+090EB,郫,0,卑阝,卑聲,
U+090EF,郯,0,炎阝,炎聲,
U+090F0,郰,0,取阝,取聲,
U+090F3,郳,0,兒阝,兒聲,
U+090F4,郴,0,林阝,林聲,
U+090F6,郶,0,咅邑,咅聲,
U+090FE,郾,0,匽阝,匽聲,
U+09102,鄂,0,咢阝,咢聲,
U+09103,鄃,0,兪阝,兪聲,
U+09105,鄅,0,禹阝,禹聲,
U+09106,鄆,0,軍阝,軍聲,
U+09108,鄈,0,癸阝,癸聲,
U+0910D,鄍,0,冥阝,冥聲,
U+0910E,鄎,0,息阝,息聲,
U+0910F,鄏,0,辱阝,辱聲,
U+09110,鄐,0,畜阝,畜聲,
U+09112,鄒,0,芻阝,芻聲,
U+09114,鄔,0,烏阝,烏聲,
U+09116,鄖,0,員阝,員聲,
U+09117,鄗,0,高阝,高聲,
U+09118,鄘,0,庸阝,庸聲,
U+09119,鄙,0,啚阝,啚聲,
U+0911A,鄚,0,莫阝,莫聲,
U+0911B,鄛,0,巢阝,巢聲,
U+0911D,鄝,0,翏阝,翏聲,
U+0911E,鄞,0,堇阝,堇聲,
U+09120,鄠,0,雩阝,雩聲,
U+09121,鄡,0,梟阝,梟聲,
U+09122,鄢,0,焉阝,焉聲,
U+09123,鄣,0,章阝,章聲,
U+09126,鄦,0,無阝,無聲,
U+09127,鄧,0,登阝,登聲,
U+09128,鄨,1,敝邑,敝聲,
U+09129,鄩,0,尋阝,尋聲,
U+0912B,鄫,0,曾阝,曾聲,
U+0912C,鄬,0,爲阝,爲聲,
U+0912E,鄮,0,貿阝,貿聲,
U+0912F,鄯,0,善阝,善亦聲,
U+09131,鄱,0,番阝,番聲,
U+09133,鄳,0,黽阝,黽聲,
U+09134,鄴,0,業阝,業聲,
U+0913B,鄻,0,輦阝,輦聲,
U+0913E,鄾,0,憂阝,憂聲,
U+09140,酀,0,燕阝,燕聲,
U+09141,酁,0,毚阝,毚聲,
U+09143,酃,0,霝阝,霝聲,
U+09144,酄,0,雚阝,雚聲,
U+09145,酅,0,巂阝,巂聲,
U+09146,酆,0,豐阝,豐聲,
U+09147,酇,0,贊阝,贊聲,
U+09148,酈,0,麗阝,麗聲,
U+09149,酉,,酉,象形,
U+0914A,酊,0,酉丁,丁聲,
U+0914B,酋,,酋,象形,
U+0914C,酌,0,酉勺,勺聲,
U+0914D,配,0,酉己,己聲,
U+0914E,酎,0,酉肘,肘省聲,
U+0914F,酏,0,酉也,也聲,
U+09152,酒,0,氵酉,酉亦聲,
U+09153,酓,1,今酉,今聲,
U+09156,酖,0,酉冘,冘聲,
U+09158,酘,0,酉殳,殳聲,
U+0915B,酛,0,酉元,国字,
U+09162,酢,0,酉乍,乍聲,
U+09163,酣,0,酉甘,甘聲,
U+09164,酤,0,酉古,古聲,
U+09165,酥,0,酉禾,會意,
U+09169,酩,0,酉名,名聲,
U+0916A,酪,0,酉各,各聲,
U+0916C,酬,0,酉州,州聲,
U+09172,酲,0,酉呈,呈聲,
U+09173,酳,0,酉胤,胤聲,
U+09174,酴,0,酉余,余聲,
U+09175,酵,0,酉孝,孝聲,
U+09177,酷,0,酉告,告聲,
U+09178,酸,0,酉夋,夋聲,
U+09179,酹,0,酉寽,寽聲,
U+0917A,酺,0,酉甫,甫聲,
U+09182,醂,0,酉林,林聲,
U+09186,醆,0,酉戔,戔聲,
U+09189,醉,0,酉卒,卒聲,
U+0918D,醍,0,酉是,是聲,
U+09190,醐,0,酉胡,胡聲,
U+09192,醒,0,酉星,星聲,
U+09197,醗,0,酉發,發聲,
U+0919C,醜,0,酉鬼,酉聲,
U+0919E,醞,0,酉𥁕,𥁕聲,
U+0919F,醟,1,熒酉,熒省聲,
U+091A0,醠,0,酉盎,盎聲,
U+091A2,醢,0,酉𥁓,𥁓聲,
U+091A7,醧,0,酉區,區聲,
U+091A8,醨,0,酉离,离聲,
U+091AA,醪,0,酉翏,翏聲,
U+091AB,醫,1,殹酉,殹聲,
U+091AC,醬,1,將酉,將聲,
U+091AE,醮,0,酉焦,焦聲,
U+091AF,醯,0,酉1,㐬皿,
U+091B4,醴,0,酉豐,豐聲,
U+091B5,醵,0,酉豦,豦聲,
U+091B6,醶,0,酉僉,僉聲,
U+091B9,醹,0,酉需,需聲,
U+091BA,醺,0,酉熏,熏聲,
U+091C0,釀,0,酉襄,襄聲,
U+091C1,釁,3,爨酉分,分亦聲,
U+091C2,釂,0,酉爵,爵聲,
U+091C3,釃,0,酉麗,麗聲,
U+091C6,釆,,釆,象形,
U+091C7,采,1,爪木,會意,
U+091C9,釉,0,釆由,由聲,
U+091CB,釋,0,釆睪,睪聲,
U+091CC,里,1,田土,會意,
U+091CD,重,1,壬東,東聲,
U+091CE,野,0,里予,予聲,
U+091CF,量,1,日東,會意,
U+091D0,釐,8,𠩺里,𠩺聲,
U+091D1,金,1,今土,今聲,
U+091D6,釖,0,釒刀,刀聲,
U+091D7,釗,0,釒刂,會意,
U+091D8,釘,0,釒丁,丁聲,
U+091DB,釛,0,釒力,力聲,
U+091DD,針,0,釒十,十聲,
U+091DF,釟,0,釒八,八聲,
U+091E3,釣,0,釒勺,勺聲,
U+091E6,釦,0,釒口,口亦聲,
U+091E7,釧,0,釒川,川聲,
U+091EB,釫,0,釒亏,亏聲,
U+091EC,釬,0,釒干,干聲,
U+091ED,釭,0,釒工,工聲,
U+091F1,釱,0,釒大,大聲,
U+091F5,釵,0,釒叉,叉聲,
U+091F6,釶,0,釒也,也聲,
U+091FB,釻,0,釒丸,国字,
U+091FC,釼,0,釒刃,刃聲,
U+091FD,釽,0,釒爪,？,
U+091FE,釾,0,釒牙,牙聲,
U+091FF,釿,0,釒斤,斤聲,
U+09200,鈀,0,釒巴,巴聲,
U+09201,鈁,0,釒方,方聲,
U+09202,鈂,0,釒冘,冘聲,
U+09207,鈇,0,釒夫,夫聲,
U+0920B,鈋,0,釒化,化聲,
U+0920D,鈍,0,釒屯,屯聲,
U+0920F,鈏,0,釒引,引聲,
U+09210,鈐,0,釒今,今聲,
U+09212,鈒,0,釒及,及聲,
U+09214,鈔,0,釒少,少聲,
U+09215,鈕,0,釒丑,丑聲,
U+09217,鈗,0,釒允,允聲,
U+09219,鈙,0,釒攴,金聲,
U+0921E,鈞,0,釒勻,勻聲,
U+09225,鈥,0,釒火,国字,
U+09226,鈦,0,釒太,国字,
U+0922D,鈭,1,此金,此聲,
U+09234,鈴,0,釒令,令聲,
U+09236,鈶,0,釒台,台聲,
U+09237,鈷,0,釒古,古聲,
U+09239,鈹,0,釒皮,皮聲,
U+0923F,鈿,0,釒田,田聲,
U+09245,鉅,0,釒巨,巨聲,
U+09246,鉆,0,釒占,占聲,
U+09248,鉈,0,釒它,它聲,
U+09249,鉉,0,釒玄,玄聲,
U+0924A,鉊,0,釒召,召聲,
U+0924B,鉋,0,釒包,包聲,
U+0924F,鉏,0,釒且,且聲,
U+09250,鉐,0,釒石,石聲,
U+09257,鉗,0,釒甘,甘聲,
U+0925B,鉛,0,釒㕣,㕣聲,
U+0925E,鉞,0,釒戉,戉聲,
U+09264,鉤,0,釒句,句亦聲,
U+09265,鉥,0,釒朮,朮聲,
U+09266,鉦,0,釒正,正聲,
U+0926B,鉫,0,釒加,国字,
U+09279,鉹,0,釒多,多聲,
U+0927B,鉻,0,釒各,各聲,
U+0927E,鉾,0,釒牟,牟聲,
U+09283,銃,0,釒充,充聲,
U+09285,銅,0,釒同,同聲,
U+0928D,銍,0,釒至,至聲,
U+09291,銑,0,釒先,先聲,
U+09292,銒,0,釒幵,幵聲,
U+09293,銓,0,釒全,全聲,
U+09296,銖,0,釒朱,朱聲,
U+09298,銘,0,釒名,名聲,
U+0929A,銚,0,釒兆,兆聲,
U+0929B,銛,0,釒舌,舌聲,
U+0929C,銜,4,行金,金聲,
U+092AF,銯,0,釒糸,国字,
U+092B3,銳,0,釒兌,兌聲,
U+092B4,銴,1,折金,折聲,
U+092B7,銷,0,釒肖,肖聲,
U+092B8,銸,0,釒耴,耴聲,
U+092B9,銹,0,釒秀,秀聲,
U+092BB,銻,0,釒弟,弟聲,
U+092BC,銼,0,釒坐,坐聲,
U+092BD,銽,0,釒𠯑,𠯑聲,
U+092BF,銿,0,釒甬,甬聲,
U+092C2,鋂,0,釒每,每聲,
U+092C3,鋃,0,釒良,良聲,
U+092C8,鋈,1,𣵽金,𣵽省聲,
U+092CA,鋊,0,釒谷,谷聲,
U+092CB,鋋,0,釒延,延聲,
U+092CC,鋌,0,釒廷,廷聲,
U+092CF,鋏,0,釒夾,夾聲,
U+092D2,鋒,0,釒夆,夆聲,
U+092D7,鋗,0,釒肙,肙聲,
U+092D9,鋙,0,釒吾,吾聲,
U+092DA,鋚,1,攸金,攸聲,
U+092DD,鋝,0,釒寽,寽聲,
U+092DE,鋞,0,釒巠,巠聲,
U+092E4,鋤,0,釒助,助聲,
U+092EA,鋪,0,釒甫,甫聲,
U+092F2,鋲,0,釒兵,兵聲,
U+092F8,鋸,0,釒居,居聲,
U+092FA,鋺,0,釒宛,宛聲,
U+092FB,鋻,1,臤金,臤聲,
U+092FC,鋼,0,釒岡,岡聲,
U+09304,錄,0,釒彔,彔聲,
U+09306,錆,0,釒靑,靑聲,
U+09309,錉,0,釒昏,昏聲,
U+0930D,錍,0,釒卑,卑聲,
U+0930F,錏,0,釒亞,亞聲,
U+09310,錐,0,釒隹,隹聲,
U+09314,錔,0,釒沓,沓聲,
U+09317,錗,0,釒委,委聲,
U+09319,錙,0,釒甾,甾聲,
U+0931A,錚,0,釒爭,爭聲,
U+0931F,錟,0,釒炎,炎聲,
U+09320,錠,0,釒定,定聲,
U+09321,錡,0,釒奇,奇聲,
U+09322,錢,0,釒戔,戔聲,
U+09323,錣,0,釒叕,叕聲,
U+09326,錦,0,釒帛,金聲,
U+09328,錨,0,釒苗,苗聲,
U+0932A,錪,0,釒典,典聲,
U+0932B,錫,0,釒易,易聲,
U+0932D,錭,0,釒周,周聲,
U+0932E,錮,0,釒固,固聲,
U+09335,錵,0,釒花,国字,
U+0933A,錺,0,釒芳,国字,
U+0933B,錻,0,釒武,国字,
U+09344,鍄,0,釒京,京聲,
U+09347,鍇,0,釒皆,皆聲,
U+0934A,鍊,0,釒柬,柬聲,
U+0934B,鍋,0,釒咼,咼聲,
U+0934D,鍍,0,釒度,度聲,
U+09352,鍒,0,釒柔,柔亦聲,
U+09353,鍓,0,釒咠,咠聲,
U+09354,鍔,0,釒咢,咢聲,
U+09356,鍖,0,釒甚,甚聲,
U+0935B,鍛,0,釒段,段聲,
U+0935C,鍜,0,釒叚,叚聲,
U+09361,鍡,0,釒畏,畏聲,
U+09364,鍤,0,釒臿,臿聲,
U+09365,鍥,0,釒契,契聲,
U+0936A,鍪,1,敄金,敄聲,
U+0936C,鍬,0,釒秋,秋聲,
U+0936E,鍮,0,釒兪,兪聲,
U+09370,鍰,0,釒爰,爰聲,
U+09371,鍱,0,釒枼,枼聲,
U+09375,鍵,0,釒建,建聲,
U+0937C,鍼,0,釒咸,咸聲,
U+0937E,鍾,0,釒重,重聲,
U+09386,鎆,0,釒前,国字,
U+0938C,鎌,0,釒兼,兼聲,
U+0938E,鎎,0,釒氣,愾聲,
U+09392,鎒,0,釒辱,辱聲,
U+09394,鎔,0,釒容,容聲,
U+09395,鎕,0,釒唐,唐聲,
U+09396,鎖,0,釒𧴪,𧴪聲,
U+09397,鎗,0,釒倉,倉聲,
U+0939A,鎚,0,釒追,追聲,
U+0939B,鎛,0,釒尃,尃聲,
U+0939C,鎜,1,般金,般聲,
U+093A1,鎡,0,釒兹,兹聲,
U+093A3,鎣,1,熒金,熒省聲,
U+093A7,鎧,0,釒豈,豈聲,
U+093A9,鎩,0,釒殺,殺聲,
U+093AC,鎬,0,釒高,高聲,
U+093AD,鎭,0,釒眞,眞聲,
U+093B0,鎰,0,釒益,益聲,
U+093B9,鎹,0,釒送,国字,
U+093C3,鏃,0,釒族,族聲,
U+093C7,鏇,0,釒旋,旋聲,
U+093C8,鏈,0,釒連,連聲,
U+093C9,鏉,0,釒欶,欶聲,
U+093CC,鏌,0,釒莫,莫聲,
U+093CF,鏏,0,釒彗,彗聲,
U+093D0,鏐,0,釒翏,翏聲,
U+093D3,鏓,0,釒悤,悤聲,
U+093D7,鏗,0,釒堅,堅聲,
U+093D8,鏘,0,釒將,將聲,
U+093DC,鏜,0,釒堂,堂聲,
U+093DD,鏝,0,釒曼,曼聲,
U+093DE,鏞,0,釒庸,庸聲,
U+093DF,鏟,0,釒產,產聲,
U+093E0,鏠,0,釒逢,逢聲,
U+093E1,鏡,0,釒竟,竟聲,
U+093E4,鏤,0,釒婁,婁聲,
U+093E5,鏥,0,釒宿,宿聲,
U+093E6,鏦,0,釒從,從聲,
U+093E8,鏨,1,斬金,斬亦聲,
U+093F6,鏶,0,釒集,集聲,
U+093FA,鏺,0,釒發,發聲,
U+09402,鐂,0,釒畱,畱聲,
U+09403,鐃,0,釒堯,堯聲,
U+09405,鐅,1,敝金,敝聲,
U+09407,鐇,0,釒番,番聲,
U+09408,鐈,0,釒喬,喬聲,
U+0940A,鐊,0,釒陽,陽聲,
U+0940D,鐍,0,釒矞,矞聲,
U+0940E,鐎,0,釒焦,焦聲,
U+0940F,鐏,0,釒尊,尊聲,
U+09415,鐕,0,釒朁,朁聲,
U+09417,鐗,0,釒閒,閒聲,
U+09418,鐘,0,釒童,童聲,
U+09419,鐙,0,釒登,登聲,
U+0941A,鐚,0,釒惡,惡聲,
U+0942A,鐪,0,釒虜,虜聲,
U+0942B,鐫,0,釒雋,雋聲,
U+09432,鐲,0,釒蜀,蜀聲,
U+09436,鐶,0,釒睘,睘聲,
U+09438,鐸,0,釒睪,睪聲,
U+0943A,鐺,0,釒當,當聲,
U+0943B,鐻,0,釒豦,豦聲,
U+0943C,鐼,0,釒賁,賁聲,
U+09441,鑁,0,釒𡕰,𡕰聲,
U+09444,鑄,0,釒壽,壽聲,
U+0944A,鑊,0,釒蒦,蒦聲,
U+0944B,鑋,1,輕金,輕聲,
U+09451,鑑,0,釒監,監聲,
U+09453,鑓,0,釒遣,国字,
U+09457,鑗,0,釒黎,黎聲,
U+0945B,鑛,0,釒廣,廣聲,
U+0945E,鑞,0,釒巤,巤聲,
U+09460,鑠,0,釒樂,樂聲,
U+09462,鑢,0,釒慮,慮聲,
U+0946A,鑪,0,釒盧,盧聲,
U+0946E,鑮,0,釒薄,薄聲,
U+0946F,鑯,0,釒韱,韱聲,
U+09470,鑰,0,釒龠,龠聲,
U+09471,鑱,0,釒毚,毚聲,
U+09472,鑲,0,釒襄,襄聲,
U+09474,鑴,0,釒巂,巂聲,
U+09475,鑵,0,釒雚,雚聲,
U+09477,鑷,0,釒聶,聶聲,
U+09478,鑸,0,釒壘,壘聲,
U+0947A,鑺,0,釒瞿,瞿聲,
U+0947C,鑼,0,釒羅,羅聲,
U+0947D,鑽,0,釒贊,贊聲,
U+0947E,鑾,1,䜌金,䜌聲,
U+0947F,鑿,1,糳金,糳省聲,
U+09480,钀,0,釒獻,獻聲,
U+09481,钁,0,釒矍,矍聲,
U+09577,長,,長,象形,
U+0957B,镻,0,镸失,失聲,
U+09580,門,,門,象形,
U+09582,閂,5,門一,會意,
U+09583,閃,5,門人,會意,
U+09588,閈,5,門干,干聲,
U+09589,閉,5,門才,會意,
U+0958A,閊,5,門山,国字,
U+0958B,開,5,門开,开聲,
U+0958C,閌,5,門亢,亢聲,
U+0958E,閎,5,門厷,厷聲,
U+09591,閑,5,門木,會意,
U+09592,閒,5,門月,會意,
U+09594,閔,5,門文,文聲,
U+09596,閖,5,門水,国字,
U+09598,閘,5,門甲,甲聲,
U+0959C,閜,5,門可,可聲,
U+0959E,閞,5,門弁,弁聲,
U+0959F,閟,5,門必,必聲,
U+095A1,閡,5,門亥,亥聲,
U+095A3,閣,5,門各,各聲,
U+095A4,閤,5,門合,合聲,
U+095A5,閥,5,門伐,伐聲,
U+095A8,閨,5,門圭,圭亦聲,
U+095A9,閩,5,門虫,門聲,
U+095AA,閪,5,門西,国字,
U+095AC,閬,5,門良,良聲,
U+095AD,閭,0,門呂,呂聲,
U+095B1,閱,5,門兌,兌聲,
U+095B6,閶,5,門昌,昌聲,
U+095B9,閹,5,門奄,奄聲,
U+095BB,閻,5,門臽,臽聲,
U+095BC,閼,5,門於,於聲,
U+095BD,閽,5,門昏,昏亦聲,
U+095BE,閾,5,門或,或聲,
U+095C3,闃,5,門狊,狊聲,
U+095C5,闅,5,門𥄎,門聲,
U+095C7,闇,5,門音,音聲,
U+095C8,闈,5,門韋,韋聲,
U+095C9,闉,5,門垔,垔聲,
U+095CA,闊,5,門活,活聲,
U+095CB,闋,5,門癸,癸聲,
U+095CC,闌,5,門柬,柬聲,
U+095CD,闍,5,門者,者聲,
U+095D0,闐,5,門眞,眞聲,
U+095D1,闑,5,門臬,臬聲,
U+095D2,闒,5,門𦐇,𦐇聲,
U+095D3,闓,5,門豈,豈聲,
U+095D5,闕,5,門欮,欮聲,
U+095D6,闖,5,門馬,會意,
U+095DA,闚,5,門規,規聲,
U+095DB,闛,5,門堂,堂聲,
U+095DC,關,5,門𢇇,𢇇聲,
U+095E1,闡,5,門單,單聲,
U+095E2,闢,5,門辟,辟聲,
U+095E5,闥,5,門達,達聲,
U+0961E,阞,0,阝力,力聲,
U+09620,阠,0,阝卂,卂聲,
U+09621,阡,0,阝千,千聲,
U+09622,阢,0,阝兀,兀聲,
U+09624,阤,0,阝也,也聲,
U+09628,阨,0,阝厄,厄聲,
U+0962A,阪,0,阝反,反聲,
U+0962C,阬,0,阝亢,亢聲,
U+0962D,阭,0,阝允,允聲,
U+0962E,阮,0,阝元,元聲,
U+0962F,阯,0,阝止,止聲,
U+09631,阱,0,阝井,丼亦聲,
U+09632,防,0,阝方,方聲,
U+09638,阸,0,阝戹,戹聲,
U+09639,阹,0,阝去,去聲,
U+0963A,阺,0,阝氐,氐聲,
U+0963B,阻,0,阝且,且聲,
U+0963C,阼,0,阝乍,乍聲,
U+0963D,阽,0,阝占,占聲,
U+0963F,阿,0,阝可,可聲,
U+09640,陀,0,阝它,它聲,
U+09642,陂,0,阝皮,皮聲,
U+09644,附,0,阝付,付聲,
U+0964A,陊,0,阝多,多聲,
U+0964C,陌,0,阝百,百聲,
U+0964D,降,0,阝夅,夅聲,
U+0964F,陏,0,阝有,有聲,
U+09652,陒,0,阝危,危聲,
U+09654,陔,0,阝亥,亥聲,
U+09656,陖,0,阝夋,夋聲,
U+09657,陗,0,阝肖,肖聲,
U+09658,陘,0,阝巠,巠聲,
U+09659,陙,0,阝辰,辰聲,
U+0965A,陚,0,阝武,武聲,
U+0965B,陛,0,阝坒,坒聲,
U+0965C,陜,0,阝夾,夾聲,
U+0965D,陝,0,阝㚒,㚒聲,
U+0965E,陞,0,阝1,土升,
U+0965F,陟,0,阝步,步聲,
U+09662,院,0,阝完,完聲,
U+09662,院,0,阝完,完聲,
U+09663,陣,0,陳車,陳聲,
U+09664,除,0,阝余,余聲,
U+0966A,陪,0,阝咅,咅聲,
U+0966C,陬,0,阝取,取聲,
U+0966D,陭,0,阝奇,奇聲,
U+0966E,陮,0,阝隹,隹聲,
U+0966F,陯,0,阝侖,侖聲,
U+09670,陰,0,阝侌,侌聲,
U+09673,陳,0,阝東,會意,
U+09674,陴,0,阝卑,卑聲,
U+09675,陵,0,阝夌,夌聲,
U+09676,陶,0,阝匋,匋聲,
U+09677,陷,0,阝臽,臽聲,
U+09678,陸,0,阝坴,坴聲,
U+0967B,陻,0,阝垔,垔聲,
U+0967C,陼,0,阝者,者聲,
U+0967D,陽,0,阝昜,昜聲,
U+0967E,陾,0,阝耎,耎聲,
U+09683,隃,0,阝兪,兪聲,
U+09684,隄,0,阝是,是聲,
U+09685,隅,0,阝禺,禺聲,
U+09688,隈,0,阝畏,畏聲,
U+09689,隉,0,阝毀,會意,
U+0968A,隊,0,阝㒸,㒸聲,
U+0968B,隋,8,隓月,隓省聲,
U+0968D,隍,0,阝皇,皇聲,
U+0968E,階,0,阝皆,皆聲,
U+09692,隒,0,阝兼,兼聲,
U+09693,隓,0,阝𢀡,𢀡聲,
U+09694,隔,0,阝鬲,鬲聲,
U+09695,隕,0,阝員,員聲,
U+09696,隖,0,阝烏,烏聲,
U+09697,隗,0,阝鬼,鬼聲,
U+09698,隘,0,阝益,益聲,
U+09699,隙,0,阝𡭴,𡭴亦聲,
U+0969B,際,0,阝祭,祭聲,
U+0969C,障,0,阝章,章聲,
U+096A5,隥,0,阝登,登聲,
U+096A7,隧,0,阝遂,遂聲,
U+096A9,隩,0,阝奧,奧聲,
U+096AA,險,0,阝僉,僉聲,
U+096AF,隯,0,阝壽,壽聲,
U+096B0,隰,0,阝濕,濕聲,
U+096B1,隱,0,阝㥯,㥯聲,
U+096B4,隴,0,阝龍,龍聲,
U+096B6,隶,B,尾又,會意,
U+096B9,隹,,隹,象形,
U+096BA,隺,B,冖隹,會意,
U+096BB,隻,1,隹又,會意,
U+096BC,隼,1,隹十,會意,
U+096BF,隿,0,弋隹,弋聲,
U+096C0,雀,1,小隹,小聲,
U+096C1,雁,8,厂0,亻隹,
U+096C2,雂,0,今隹,今聲,
U+096C4,雄,0,厷隹,厷聲,
U+096C5,雅,0,牙隹,牙聲,
U+096C7,雇,8,戸隹,戸聲,
U+096C8,雈,,雈,象形,
U+096C9,雉,0,矢隹,矢聲,
U+096CA,雊,0,句隹,句亦聲,
U+096CB,雋,1,弓隹,會意,
U+096CC,雌,0,此隹,此聲,
U+096CE,雎,0,且隹,且聲,
U+096D0,雐,8,虍隹,虍聲,
U+096D2,雒,0,各隹,各聲,
U+096D4,雔,0,隹隹,,
U+096D5,雕,0,周隹,周聲,
U+096D6,雖,9,唯虫,唯聲,
U+096D7,雗,8,倝隹,倝聲,
U+096D8,雘,0,丹蒦,蒦聲,
U+096D9,雙,1,雔又,會意,
U+096DA,雚,4,萑吅,吅聲,
U+096DB,雛,0,芻隹,芻聲,
U+096DD,雝,0,邕隹,邕聲,
U+096DE,雞,0,奚隹,奚聲,
U+096E1,雡,0,翏隹,翏聲,
U+096E2,離,0,离隹,离聲,
U+096E4,雤,1,𦥯隹,學省聲,
U+096E5,雥,1,隹0,隹隹,
U+096E6,雦,2,隹隹隹,會意,
U+096E7,雧,1,雥木,木聲,
U+096E8,雨,,雨,象形,
U+096EB,雫,1,雨下,国字,
U+096F0,雰,1,雨分,分聲,
U+096F2,雲,1,雨云,云聲,
U+096F6,零,1,雨令,令聲,
U+096F9,雹,1,雨包,包聲,
U+09700,需,1,雨而,會意,
U+09702,霂,1,雨沐,沐聲,
U+09703,霃,1,雨沈,沈聲,
U+09704,霄,1,雨肖,肖聲,
U+09705,霅,1,雨譶,譶省聲,
U+09706,霆,1,雨廷,廷聲,
U+09707,震,1,雨辰,辰聲,
U+09708,霈,1,雨沛,沛聲,
U+0970B,霋,1,雨妻,妻聲,
U+0970E,霎,1,雨妾,妾聲,
U+0970F,霏,1,雨非,非聲,
U+09711,霑,1,雨沾,沾聲,
U+09712,霒,0,雲今,今聲,
U+09713,霓,1,雨兒,兒聲,
U+09716,霖,1,雨林,林聲,
U+09719,霙,1,雨英,英聲,
U+0971A,霚,1,雨敄,敄聲,
U+0971C,霜,1,雨相,相聲,
U+0971D,霝,1,雨𠱠,會意,
U+0971E,霞,1,雨叚,叚聲,
U+09722,霢,1,雨脈,脈聲,
U+09723,霣,1,雨員,員聲,
U+09727,霧,1,雨務,務聲,
U+0972A,霪,1,雨淫,淫聲,
U+09730,霰,1,雨散,散聲,
U+09732,露,1,雨路,路聲,
U+09738,霸,8,䨣月,會意,
U+09739,霹,1,雨辟,辟聲,
U+0973D,霽,1,雨齊,齊聲,
U+0973E,霾,1,雨貍,貍聲,
U+0973F,霿,1,雨瞀,瞀聲,
U+09741,靁,1,雨畾,會意,
U+09742,靂,1,雨歴,歴聲,
U+09743,靃,1,雨雔,會意,
U+09744,靄,1,雨謁,謁聲,
U+09746,靆,0,雲逮,逮聲,
U+09748,靈,1,霝巫,霝聲,
U+09749,靉,0,雲愛,愛聲,
U+0974D,靍,1,雨䳡,国字,
U+0974E,靎,1,雨鵭,国字,
U+0974F,靏,1,雨鶴,国字,
U+09756,靖,0,立靑,靑聲,
U+0975A,靚,0,靑見,靑聲,
U+0975C,靜,0,靑爭,靑聲,
U+0975E,非,,非,象形,
U+09760,靠,1,告非,告聲,
U+09761,靡,8,麻非,非聲,
U+09762,面,,面,象形,
U+09764,靤,0,面包,包聲,
U+09766,靦,0,面見,見亦聲,
U+09768,靨,8,厭面,厭聲,
U+0976A,靪,0,革丁,丁聲,
U+0976B,靫,0,革叉,叉聲,
U+0976C,靬,0,革干,干聲,
U+0976E,靮,0,革勺,勺聲,
U+09771,靱,0,革刃,刃聲,
U+09772,靲,0,革今,今聲,
U+09773,靳,0,革斤,斤聲,
U+09774,靴,0,革化,化聲,
U+09776,靶,0,革巴,巴聲,
U+09777,靷,0,革引,引聲,
U+09778,靸,0,革及,及聲,
U+09779,靹,0,革內,內聲,
U+0977A,靺,0,革末,末聲,
U+0977C,靼,0,革旦,旦聲,
U+09780,鞀,0,革召,召聲,
U+09781,鞁,0,革皮,皮聲,
U+09783,鞃,0,革弘,弘聲,
U+09784,鞄,0,革包,包聲,
U+09785,鞅,0,革央,央聲,
U+09786,鞆,0,革丙,国字,
U+09787,鞇,0,革因,因聲,
U+09788,鞈,0,革合,合聲,
U+09789,鞉,0,革兆,兆聲,
U+0978B,鞋,0,革圭,圭聲,
U+0978C,鞌,1,安革,安聲,
U+0978D,鞍,0,革安,安聲,
U+09790,鞐,0,革𠧗,国字,
U+09794,鞔,0,革免,免聲,
U+09798,鞘,0,革肖,肖聲,
U+09799,鞙,0,革肙,肙聲,
U+0979C,鞜,0,革沓,沓聲,
U+0979E,鞞,0,革卑,卑聲,
U+097A0,鞠,0,革匊,匊聲,
U+097A3,鞣,0,革柔,柔亦聲,
U+097A5,鞥,0,革弇,弇聲,
U+097A6,鞦,0,革秋,秋聲,
U+097A8,鞨,0,革曷,曷聲,
U+097AA,鞪,0,敄革,敄聲,
U+097AC,鞬,0,革建,建聲,
U+097AE,鞮,0,革是,是聲,
U+097B3,鞳,0,革荅,荅聲,
U+097B5,鞵,0,革奚,奚聲,
U+097B6,鞶,1,般革,般聲,
U+097C3,韃,0,革達,達聲,
U+097C4,韄,0,革蒦,蒦聲,
U+097C6,韆,0,革遷,遷聲,
U+097C7,韇,0,革𧶠,𧶠聲,
U+097C8,韈,0,革蔑,蔑聲,
U+097C9,韉,0,革薦,薦聲,
U+097CB,韋,4,舛囗,囗聲,
U+097CC,韌,0,韋刃,刃聲,
U+097CD,韍,0,韋犮,犮聲,
U+097CE,韎,0,韋末,末聲,
U+097CF,韏,1,𠔉韋,𠔉聲,
U+097D0,韐,0,韋合,合聲,
U+097D4,韔,0,韋長,長聲,
U+097D7,韗,0,韋軍,軍聲,
U+097D8,韘,0,韋枼,枼聲,
U+097D9,韙,A,是韋,韋聲,
U+097DC,韜,0,韋舀,舀聲,
U+097DD,韝,0,韋冓,冓聲,
U+097E0,韠,0,韋畢,畢聲,
U+097E2,韢,0,韋惠,惠聲,
