,index,root,inflection,tag,rule,reg
9406,9406,metempsychose,metempsychosing,V;V.PTCP;PRS,-e+ing,Irregular
9409,9409,neaten,neatening,V;V.PTCP;PRS,+ing,Regular
9412,9412,curtsey,curtsying,V;V.PTCP;PRS,special,Irregular
9418,9418,harmonise,harmonising,V;V.PTCP;PRS,-e+ing,Irregular
9426,9426,unformat,unformatting,V;V.PTCP;PRS,double spell,Irregular
9431,9431,disclout,disclouting,V;V.PTCP;PRS,+ing,Regular
9437,9437,grab,grabbing,V;V.PTCP;PRS,double spell,Irregular
9451,9451,proofread,proofreading,V;V.PTCP;PRS,+ing,Regular
9452,9452,outbrave,outbraving,V;V.PTCP;PRS,-e+ing,Irregular
9455,9455,meed,meeding,V;V.PTCP;PRS,+ing,Regular
9462,9462,loff,loffing,V;V.PTCP;PRS,+ing,Regular
9482,9482,fordo,fordoing,V;V.PTCP;PRS,+ing,Regular
9503,9503,skiff,skiffing,V;V.PTCP;PRS,+ing,Regular
9508,9508,delate,delating,V;V.PTCP;PRS,-e+ing,Irregular
9523,9523,envenime,enveniming,V;V.PTCP;PRS,-e+ing,Irregular
9525,9525,outstrike,outstriking,V;V.PTCP;PRS,-e+ing,Irregular
9540,9540,denote,denoting,V;V.PTCP;PRS,-e+ing,Irregular
9547,9547,fyle,fyling,V;V.PTCP;PRS,-e+ing,Irregular
9548,9548,hick,hicking,V;V.PTCP;PRS,+ing,Regular
9561,9561,adze,adzing,V;V.PTCP;PRS,-e+ing,Irregular
9574,9574,overheave,overheaving,V;V.PTCP;PRS,-e+ing,Irregular
9579,9579,cleanse,cleansing,V;V.PTCP;PRS,-e+ing,Irregular
9584,9584,decompensate,decompensating,V;V.PTCP;PRS,-e+ing,Irregular
9594,9594,rehear,rehearing,V;V.PTCP;PRS,+ing,Regular
9596,9596,hippity-hop,hippity-hopping,V;V.PTCP;PRS,double spell,Irregular
9598,9598,pressurize,pressurizing,V;V.PTCP;PRS,-e+ing,Irregular
9602,9602,concinnate,concinnating,V;V.PTCP;PRS,-e+ing,Irregular
9603,9603,gall,galling,V;V.PTCP;PRS,+ing,Regular
9611,9611,reflate,reflating,V;V.PTCP;PRS,-e+ing,Irregular
9628,9628,costean,costeaning,V;V.PTCP;PRS,+ing,Regular
9632,9632,unpen,unpenning,V;V.PTCP;PRS,double spell,Irregular
9633,9633,begrease,begreasing,V;V.PTCP;PRS,-e+ing,Irregular
9645,9645,contrist,contristing,V;V.PTCP;PRS,+ing,Regular
9657,9657,frostproof,frostproofing,V;V.PTCP;PRS,+ing,Regular
9661,9661,disembrangle,disembrangling,V;V.PTCP;PRS,-e+ing,Irregular
9666,9666,outdrive,outdriving,V;V.PTCP;PRS,-e+ing,Irregular
9669,9669,emboil,emboiling,V;V.PTCP;PRS,+ing,Regular
9675,9675,brigade,brigading,V;V.PTCP;PRS,-e+ing,Irregular
9686,9686,cohere,cohering,V;V.PTCP;PRS,-e+ing,Irregular
9687,9687,outright,outrighting,V;V.PTCP;PRS,+ing,Regular
9688,9688,toboggan,tobogganing,V;V.PTCP;PRS,+ing,Regular
9709,9709,equipoise,equipoising,V;V.PTCP;PRS,-e+ing,Irregular
9710,9710,macule,maculing,V;V.PTCP;PRS,-e+ing,Irregular
9711,9711,ethify,ethifying,V;V.PTCP;PRS,+ing,Regular
9716,9716,instal,installing,V;V.PTCP;PRS,double spell,Irregular
9719,9719,petnap,petnapping,V;V.PTCP;PRS,double spell,Irregular
9725,9725,coinvestigate,coinvestigating,V;V.PTCP;PRS,-e+ing,Irregular
9727,9727,biotransform,biotransforming,V;V.PTCP;PRS,+ing,Regular
9733,9733,imbrute,imbruting,V;V.PTCP;PRS,-e+ing,Irregular
9736,9736,deobstruct,deobstructing,V;V.PTCP;PRS,+ing,Regular
9739,9739,aver,averring,V;V.PTCP;PRS,double spell,Irregular
9743,9743,disclame,disclaming,V;V.PTCP;PRS,-e+ing,Irregular
9744,9744,achromatize,achromatizing,V;V.PTCP;PRS,-e+ing,Irregular
9750,9750,disprefer,dispreferring,V;V.PTCP;PRS,double spell,Irregular
9753,9753,condomize,condomizing,V;V.PTCP;PRS,-e+ing,Irregular
9768,9768,pall,palling,V;V.PTCP;PRS,+ing,Regular
9771,9771,pavilion,pavilioning,V;V.PTCP;PRS,+ing,Regular
9774,9774,bower,bowering,V;V.PTCP;PRS,+ing,Regular
9777,9777,overdesign,overdesigning,V;V.PTCP;PRS,+ing,Regular
9779,9779,offer,offering,V;V.PTCP;PRS,+ing,Regular
9782,9782,ungear,ungearing,V;V.PTCP;PRS,+ing,Regular
9794,9794,involve,involving,V;V.PTCP;PRS,-e+ing,Irregular
9805,9805,pudder,puddering,V;V.PTCP;PRS,+ing,Regular
9810,9810,lift,lifting,V;V.PTCP;PRS,+ing,Regular
9816,9816,retrieve,retrieving,V;V.PTCP;PRS,-e+ing,Irregular
9821,9821,outpunch,outpunching,V;V.PTCP;PRS,+ing,Regular
9830,9830,reset,resetting,V;V.PTCP;PRS,double spell,Irregular
9831,9831,unweight,unweighting,V;V.PTCP;PRS,+ing,Regular
9834,9834,rederive,rederiving,V;V.PTCP;PRS,-e+ing,Irregular
9849,9849,beseek,beseeking,V;V.PTCP;PRS,+ing,Regular
9853,9853,forespend,forespending,V;V.PTCP;PRS,+ing,Regular
9858,9858,backtalk,backtalking,V;V.PTCP;PRS,+ing,Regular
9863,9863,wether,wethering,V;V.PTCP;PRS,+ing,Regular
9865,9865,detour,detouring,V;V.PTCP;PRS,+ing,Regular
9867,9867,three-peat,three-peating,V;V.PTCP;PRS,+ing,Regular
9870,9870,depuff,depuffing,V;V.PTCP;PRS,+ing,Regular
9873,9873,lapse,lapsing,V;V.PTCP;PRS,-e+ing,Irregular
9874,9874,scotchgard,scotchgarding,V;V.PTCP;PRS,+ing,Regular
9877,9877,replot,replotting,V;V.PTCP;PRS,double spell,Irregular
9878,9878,misfire,misfiring,V;V.PTCP;PRS,-e+ing,Irregular
9879,9879,costen,costening,V;V.PTCP;PRS,+ing,Regular
9895,9895,regraft,regrafting,V;V.PTCP;PRS,+ing,Regular
9897,9897,deserialize,deserializing,V;V.PTCP;PRS,-e+ing,Irregular
9905,9905,supercruise,supercruising,V;V.PTCP;PRS,-e+ing,Irregular
9924,9924,rephrase,rephrasing,V;V.PTCP;PRS,-e+ing,Irregular
9927,9927,kickban,kickbanning,V;V.PTCP;PRS,double spell,Irregular
9929,9929,becover,becovering,V;V.PTCP;PRS,+ing,Regular
9933,9933,befog,befogging,V;V.PTCP;PRS,double spell,Irregular
9935,9935,righten,rightening,V;V.PTCP;PRS,+ing,Regular
9953,9953,assent,assenting,V;V.PTCP;PRS,+ing,Regular
9955,9955,hide,hiding,V;V.PTCP;PRS,-e+ing,Irregular
9971,9971,bepat,bepatting,V;V.PTCP;PRS,double spell,Irregular
9981,9981,license,licensing,V;V.PTCP;PRS,-e+ing,Irregular
9996,9996,overintellectualise,overintellectualising,V;V.PTCP;PRS,-e+ing,Irregular
9997,9997,warchalk,warchalking,V;V.PTCP;PRS,+ing,Regular
0,1,regret,regretting,V;V.PTCP;PRS,@+ting,Irregular
1,2,combat,combatting,V;V.PTCP;PRS,@+ting,Irregular
2,3,bullshit,bullshitting,V;V.PTCP;PRS,@+ting,Irregular
3,4,ret,retting,V;V.PTCP;PRS,@+ting,Irregular
4,5,plummet,plummetting,V;V.PTCP;PRS,@+ting,Irregular
5,6,stet,stetting,V;V.PTCP;PRS,@+ting,Irregular
6,7,plot,plotting,V;V.PTCP;PRS,@+ting,Irregular
7,8,inset,insetting,V;V.PTCP;PRS,@+ting,Irregular
8,9,mishit,mishitting,V;V.PTCP;PRS,@+ting,Irregular
9,10,split,splitting,V;V.PTCP;PRS,@+ting,Irregular
10,11,put,putting,V;V.PTCP;PRS,@+ting,Irregular
11,12,sit,sitting,V;V.PTCP;PRS,@+ting,Irregular
12,13,sublet,subletting,V;V.PTCP;PRS,@+ting,Irregular
13,14,slit,slitting,V;V.PTCP;PRS,@+ting,Irregular
14,15,undercut,undercutting,V;V.PTCP;PRS,@+ting,Irregular
15,16,hut,hutting,V;V.PTCP;PRS,@+ting,Irregular
16,17,clot,clotting,V;V.PTCP;PRS,@+ting,Irregular
17,18,rebut,rebutting,V;V.PTCP;PRS,@+ting,Irregular
18,19,spit,spitting,V;V.PTCP;PRS,@+ting,Irregular
19,20,mat,matting,V;V.PTCP;PRS,@+ting,Irregular
20,21,offset,offsetting,V;V.PTCP;PRS,@+ting,Irregular
21,22,omit,omitting,V;V.PTCP;PRS,@+ting,Irregular
22,23,glut,glutting,V;V.PTCP;PRS,@+ting,Irregular
23,24,ricochet,ricochetting,V;V.PTCP;PRS,@+ting,Irregular
24,25,rat,ratting,V;V.PTCP;PRS,@+ting,Irregular
25,26,shit,shitting,V;V.PTCP;PRS,@+ting,Irregular
26,27,swot,swotting,V;V.PTCP;PRS,@+ting,Irregular
27,28,drat,dratting,V;V.PTCP;PRS,@+ting,Irregular
28,29,abet,abetting,V;V.PTCP;PRS,@+ting,Irregular
29,30,jet,jetting,V;V.PTCP;PRS,@+ting,Irregular
30,31,gut,gutting,V;V.PTCP;PRS,@+ting,Irregular
31,32,befit,befitting,V;V.PTCP;PRS,@+ting,Irregular
32,33,bet,betting,V;V.PTCP;PRS,@+ting,Irregular
33,34,outwit,outwitting,V;V.PTCP;PRS,@+ting,Irregular
34,35,fat,fatting,V;V.PTCP;PRS,@+ting,Irregular
35,36,tut,tutting,V;V.PTCP;PRS,@+ting,Irregular
36,37,remit,remitting,V;V.PTCP;PRS,@+ting,Irregular
37,38,commit,committing,V;V.PTCP;PRS,@+ting,Irregular
38,39,forget,forgetting,V;V.PTCP;PRS,@+ting,Irregular
39,40,allot,allotting,V;V.PTCP;PRS,@+ting,Irregular
40,41,outfit,outfitting,V;V.PTCP;PRS,@+ting,Irregular
41,42,foxtrot,foxtrotting,V;V.PTCP;PRS,@+ting,Irregular
42,43,tat,tatting,V;V.PTCP;PRS,@+ting,Irregular
43,44,strut,strutting,V;V.PTCP;PRS,@+ting,Irregular
44,45,rut,rutting,V;V.PTCP;PRS,@+ting,Irregular
45,46,swat,swatting,V;V.PTCP;PRS,@+ting,Irregular
46,47,rot,rotting,V;V.PTCP;PRS,@+ting,Irregular
47,48,pot,potting,V;V.PTCP;PRS,@+ting,Irregular
48,49,preset,presetting,V;V.PTCP;PRS,@+ting,Irregular
49,50,net,netting,V;V.PTCP;PRS,@+ting,Irregular
0,1,jar,jarring,V;V.PTCP;PRS,@+ring,Irregular
1,2,deter,deterring,V;V.PTCP;PRS,@+ring,Irregular
2,3,transfer,transferring,V;V.PTCP;PRS,@+ring,Irregular
3,4,blur,blurring,V;V.PTCP;PRS,@+ring,Irregular
4,5,war,warring,V;V.PTCP;PRS,@+ring,Irregular
5,6,defer,deferring,V;V.PTCP;PRS,@+ring,Irregular
6,7,occur,occurring,V;V.PTCP;PRS,@+ring,Irregular
7,8,disbar,disbarring,V;V.PTCP;PRS,@+ring,Irregular
8,9,tar,tarring,V;V.PTCP;PRS,@+ring,Irregular
9,10,abhor,abhorring,V;V.PTCP;PRS,@+ring,Irregular
10,11,prefer,preferring,V;V.PTCP;PRS,@+ring,Irregular
11,12,demur,demurring,V;V.PTCP;PRS,@+ring,Irregular
12,13,bar,barring,V;V.PTCP;PRS,@+ring,Irregular
13,14,confer,conferring,V;V.PTCP;PRS,@+ring,Irregular
14,15,char,charring,V;V.PTCP;PRS,@+ring,Irregular
15,16,stir,stirring,V;V.PTCP;PRS,@+ring,Irregular
16,17,inter,interring,V;V.PTCP;PRS,@+ring,Irregular
17,18,infer,inferring,V;V.PTCP;PRS,@+ring,Irregular
18,19,concur,concurring,V;V.PTCP;PRS,@+ring,Irregular
19,20,slur,slurring,V;V.PTCP;PRS,@+ring,Irregular
20,21,unbar,unbarring,V;V.PTCP;PRS,@+ring,Irregular
21,22,mar,marring,V;V.PTCP;PRS,@+ring,Irregular
22,23,scar,scarring,V;V.PTCP;PRS,@+ring,Irregular
23,24,disinter,disinterring,V;V.PTCP;PRS,@+ring,Irregular
24,25,spar,sparring,V;V.PTCP;PRS,@+ring,Irregular
25,26,star,starring,V;V.PTCP;PRS,@+ring,Irregular
26,27,incur,incurring,V;V.PTCP;PRS,@+ring,Irregular
27,28,fur,furring,V;V.PTCP;PRS,@+ring,Irregular
0,1,fib,fibbing,V;V.PTCP;PRS,@+bing,Irregular
1,2,swab,swabbing,V;V.PTCP;PRS,@+bing,Irregular
2,3,rub,rubbing,V;V.PTCP;PRS,@+bing,Irregular
3,4,grub,grubbing,V;V.PTCP;PRS,@+bing,Irregular
4,5,dib,dibbing,V;V.PTCP;PRS,@+bing,Irregular
5,6,drub,drubbing,V;V.PTCP;PRS,@+bing,Irregular
6,7,snub,snubbing,V;V.PTCP;PRS,@+bing,Irregular
7,8,stub,stubbing,V;V.PTCP;PRS,@+bing,Irregular
8,9,mob,mobbing,V;V.PTCP;PRS,@+bing,Irregular
9,10,lob,lobbing,V;V.PTCP;PRS,@+bing,Irregular
10,11,club,clubbing,V;V.PTCP;PRS,@+bing,Irregular
11,12,crab,crabbing,V;V.PTCP;PRS,@+bing,Irregular
12,13,demob,demobbing,V;V.PTCP;PRS,@+bing,Irregular
13,14,jab,jabbing,V;V.PTCP;PRS,@+bing,Irregular
14,15,sub,subbing,V;V.PTCP;PRS,@+bing,Irregular
15,16,scab,scabbing,V;V.PTCP;PRS,@+bing,Irregular
16,17,job,jobbing,V;V.PTCP;PRS,@+bing,Irregular
17,18,scrub,scrubbing,V;V.PTCP;PRS,@+bing,Irregular
18,19,rib,ribbing,V;V.PTCP;PRS,@+bing,Irregular
19,20,rob,robbing,V;V.PTCP;PRS,@+bing,Irregular
20,21,stab,stabbing,V;V.PTCP;PRS,@+bing,Irregular
21,22,dab,dabbing,V;V.PTCP;PRS,@+bing,Irregular
22,23,hobnob,hobnobbing,V;V.PTCP;PRS,@+bing,Irregular
23,24,throb,throbbing,V;V.PTCP;PRS,@+bing,Irregular
24,25,web,webbing,V;V.PTCP;PRS,@+bing,Irregular
25,26,confab,confabbing,V;V.PTCP;PRS,@+bing,Irregular
26,27,sob,sobbing,V;V.PTCP;PRS,@+bing,Irregular
27,28,crib,cribbing,V;V.PTCP;PRS,@+bing,Irregular
28,29,bib,bibbing,V;V.PTCP;PRS,@+bing,Irregular
0,1,slip,slipping,V;V.PTCP;PRS,@+ping,Irregular
1,2,yap,yapping,V;V.PTCP;PRS,@+ping,Irregular
2,3,gyp,gypping,V;V.PTCP;PRS,@+ping,Irregular
3,4,hiccup,hiccupping,V;V.PTCP;PRS,@+ping,Irregular
4,5,shop,shopping,V;V.PTCP;PRS,@+ping,Irregular
5,6,cup,cupping,V;V.PTCP;PRS,@+ping,Irregular
6,7,up,upping,V;V.PTCP;PRS,@+ping,Irregular
7,8,kneecap,kneecapping,V;V.PTCP;PRS,@+ping,Irregular
8,9,overlap,overlapping,V;V.PTCP;PRS,@+ping,Irregular
9,10,strip,stripping,V;V.PTCP;PRS,@+ping,Irregular
10,11,slop,slopping,V;V.PTCP;PRS,@+ping,Irregular
11,12,drop,dropping,V;V.PTCP;PRS,@+ping,Irregular
12,13,unstop,unstopping,V;V.PTCP;PRS,@+ping,Irregular
13,14,cap,capping,V;V.PTCP;PRS,@+ping,Irregular
14,15,plop,plopping,V;V.PTCP;PRS,@+ping,Irregular
15,16,recap,recapping,V;V.PTCP;PRS,@+ping,Irregular
16,17,hop,hopping,V;V.PTCP;PRS,@+ping,Irregular
17,18,drip,dripping,V;V.PTCP;PRS,@+ping,Irregular
18,19,enwrap,enwrapping,V;V.PTCP;PRS,@+ping,Irregular
19,20,whip,whipping,V;V.PTCP;PRS,@+ping,Irregular
20,21,whop,whopping,V;V.PTCP;PRS,@+ping,Irregular
21,22,sop,sopping,V;V.PTCP;PRS,@+ping,Irregular
22,23,nip,nipping,V;V.PTCP;PRS,@+ping,Irregular
23,24,chap,chapping,V;V.PTCP;PRS,@+ping,Irregular
24,25,dip,dipping,V;V.PTCP;PRS,@+ping,Irregular
25,26,clap,clapping,V;V.PTCP;PRS,@+ping,Irregular
26,27,overstep,overstepping,V;V.PTCP;PRS,@+ping,Irregular
27,28,zip,zipping,V;V.PTCP;PRS,@+ping,Irregular
28,29,nap,napping,V;V.PTCP;PRS,@+ping,Irregular
29,30,crop,cropping,V;V.PTCP;PRS,@+ping,Irregular
30,31,knap,knapping,V;V.PTCP;PRS,@+ping,Irregular
31,32,rap,rapping,V;V.PTCP;PRS,@+ping,Irregular
32,33,clop,clopping,V;V.PTCP;PRS,@+ping,Irregular
33,34,wrap,wrapping,V;V.PTCP;PRS,@+ping,Irregular
34,35,sidestep,sidestepping,V;V.PTCP;PRS,@+ping,Irregular
35,36,flap,flapping,V;V.PTCP;PRS,@+ping,Irregular
36,37,grip,gripping,V;V.PTCP;PRS,@+ping,Irregular
37,38,sup,supping,V;V.PTCP;PRS,@+ping,Irregular
38,39,trap,trapping,V;V.PTCP;PRS,@+ping,Irregular
39,40,cop,copping,V;V.PTCP;PRS,@+ping,Irregular
40,41,worship,worshipping,V;V.PTCP;PRS,@+ping,Irregular
41,42,crap,crapping,V;V.PTCP;PRS,@+ping,Irregular
42,43,egotrip,egotripping,V;V.PTCP;PRS,@+ping,Irregular
43,44,overcrop,overcropping,V;V.PTCP;PRS,@+ping,Irregular
44,45,chip,chipping,V;V.PTCP;PRS,@+ping,Irregular
45,46,snap,snapping,V;V.PTCP;PRS,@+ping,Irregular
46,47,outstrip,outstripping,V;V.PTCP;PRS,@+ping,Irregular
47,48,prop,propping,V;V.PTCP;PRS,@+ping,Irregular
48,49,kip,kipping,V;V.PTCP;PRS,@+ping,Irregular
49,50,pop,popping,V;V.PTCP;PRS,@+ping,Irregular
0,1,travel,travelling,V;V.PTCP;PRS,@+ling,Irregular
1,2,backpedal,backpedalling,V;V.PTCP;PRS,@+ling,Irregular
2,3,patrol,patrolling,V;V.PTCP;PRS,@+ling,Irregular
3,4,ravel,ravelling,V;V.PTCP;PRS,@+ling,Irregular
4,5,stencil,stencilling,V;V.PTCP;PRS,@+ling,Irregular
5,6,shovel,shovelling,V;V.PTCP;PRS,@+ling,Irregular
6,7,gambol,gambolling,V;V.PTCP;PRS,@+ling,Irregular
7,8,bedevil,bedevilling,V;V.PTCP;PRS,@+ling,Irregular
8,9,signal,signalling,V;V.PTCP;PRS,@+ling,Irregular
9,10,pommel,pommelling,V;V.PTCP;PRS,@+ling,Irregular
10,11,refuel,refuelling,V;V.PTCP;PRS,@+ling,Irregular
11,12,fuel,fuelling,V;V.PTCP;PRS,@+ling,Irregular
12,13,dispel,dispelling,V;V.PTCP;PRS,@+ling,Irregular
13,14,compel,compelling,V;V.PTCP;PRS,@+ling,Irregular
14,15,towel,towelling,V;V.PTCP;PRS,@+ling,Irregular
15,16,excel,excelling,V;V.PTCP;PRS,@+ling,Irregular
16,17,cudgel,cudgelling,V;V.PTCP;PRS,@+ling,Irregular
17,18,kennel,kennelling,V;V.PTCP;PRS,@+ling,Irregular
18,19,devil,devilling,V;V.PTCP;PRS,@+ling,Irregular
19,20,level,levelling,V;V.PTCP;PRS,@+ling,Irregular
20,21,libel,libelling,V;V.PTCP;PRS,@+ling,Irregular
21,22,rebel,rebelling,V;V.PTCP;PRS,@+ling,Irregular
22,23,chisel,chiselling,V;V.PTCP;PRS,@+ling,Irregular
23,24,carol,carolling,V;V.PTCP;PRS,@+ling,Irregular
24,25,quarrel,quarrelling,V;V.PTCP;PRS,@+ling,Irregular
25,26,flannel,flannelling,V;V.PTCP;PRS,@+ling,Irregular
26,27,repel,repelling,V;V.PTCP;PRS,@+ling,Irregular
27,28,imperil,imperilling,V;V.PTCP;PRS,@+ling,Irregular
28,29,pencil,pencilling,V;V.PTCP;PRS,@+ling,Irregular
29,30,swivel,swivelling,V;V.PTCP;PRS,@+ling,Irregular
30,31,channel,channelling,V;V.PTCP;PRS,@+ling,Irregular
31,32,distil,distilling,V;V.PTCP;PRS,@+ling,Irregular
32,33,funnel,funnelling,V;V.PTCP;PRS,@+ling,Irregular
33,34,gravel,gravelling,V;V.PTCP;PRS,@+ling,Irregular
34,35,outrival,outrivalling,V;V.PTCP;PRS,@+ling,Irregular
35,36,label,labelling,V;V.PTCP;PRS,@+ling,Irregular
36,37,bejewel,bejewelling,V;V.PTCP;PRS,@+ling,Irregular
37,38,drivel,drivelling,V;V.PTCP;PRS,@+ling,Irregular
38,39,outgeneral,outgeneralling,V;V.PTCP;PRS,@+ling,Irregular
39,40,model,modelling,V;V.PTCP;PRS,@+ling,Irregular
40,41,corral,corralling,V;V.PTCP;PRS,@+ling,Irregular
41,42,rival,rivalling,V;V.PTCP;PRS,@+ling,Irregular
42,43,shrivel,shrivelling,V;V.PTCP;PRS,@+ling,Irregular
43,44,victual,victualling,V;V.PTCP;PRS,@+ling,Irregular
44,45,annul,annulling,V;V.PTCP;PRS,@+ling,Irregular
45,46,gel,gelling,V;V.PTCP;PRS,@+ling,Irregular
46,47,initial,initialling,V;V.PTCP;PRS,@+ling,Irregular
47,48,jewel,jewelling,V;V.PTCP;PRS,@+ling,Irregular
48,49,frivol,frivolling,V;V.PTCP;PRS,@+ling,Irregular
49,50,appal,appalling,V;V.PTCP;PRS,@+ling,Irregular
0,1,dog,dogging,V;V.PTCP;PRS,@+ging,Irregular
1,2,shrug,shrugging,V;V.PTCP;PRS,@+ging,Irregular
2,3,slog,slogging,V;V.PTCP;PRS,@+ging,Irregular
3,4,wig,wigging,V;V.PTCP;PRS,@+ging,Irregular
4,5,footslog,footslogging,V;V.PTCP;PRS,@+ging,Irregular
5,6,shag,shagging,V;V.PTCP;PRS,@+ging,Irregular
6,7,drag,dragging,V;V.PTCP;PRS,@+ging,Irregular
7,8,lag,lagging,V;V.PTCP;PRS,@+ging,Irregular
8,9,debag,debagging,V;V.PTCP;PRS,@+ging,Irregular
9,10,snug,snugging,V;V.PTCP;PRS,@+ging,Irregular
10,11,scrag,scragging,V;V.PTCP;PRS,@+ging,Irregular
11,12,jug,jugging,V;V.PTCP;PRS,@+ging,Irregular
12,13,pettifog,pettifogging,V;V.PTCP;PRS,@+ging,Irregular
13,14,clog,clogging,V;V.PTCP;PRS,@+ging,Irregular
14,15,jog,jogging,V;V.PTCP;PRS,@+ging,Irregular
15,16,gag,gagging,V;V.PTCP;PRS,@+ging,Irregular
16,17,jig,jigging,V;V.PTCP;PRS,@+ging,Irregular
17,18,hug,hugging,V;V.PTCP;PRS,@+ging,Irregular
18,19,brag,bragging,V;V.PTCP;PRS,@+ging,Irregular
19,20,rejig,rejigging,V;V.PTCP;PRS,@+ging,Irregular
20,21,dig,digging,V;V.PTCP;PRS,@+ging,Irregular
21,22,plug,plugging,V;V.PTCP;PRS,@+ging,Irregular
22,23,twig,twigging,V;V.PTCP;PRS,@+ging,Irregular
23,24,blackleg,blacklegging,V;V.PTCP;PRS,@+ging,Irregular
24,25,drug,drugging,V;V.PTCP;PRS,@+ging,Irregular
25,26,swig,swigging,V;V.PTCP;PRS,@+ging,Irregular
26,27,sag,sagging,V;V.PTCP;PRS,@+ging,Irregular
27,28,wag,wagging,V;V.PTCP;PRS,@+ging,Irregular
28,29,hog,hogging,V;V.PTCP;PRS,@+ging,Irregular
29,30,jag,jagging,V;V.PTCP;PRS,@+ging,Irregular
30,31,mug,mugging,V;V.PTCP;PRS,@+ging,Irregular
31,32,zigzag,zigzagging,V;V.PTCP;PRS,@+ging,Irregular
32,33,peg,pegging,V;V.PTCP;PRS,@+ging,Irregular
33,34,slug,slugging,V;V.PTCP;PRS,@+ging,Irregular
34,35,beg,begging,V;V.PTCP;PRS,@+ging,Irregular
35,36,fog,fogging,V;V.PTCP;PRS,@+ging,Irregular
36,37,humbug,humbugging,V;V.PTCP;PRS,@+ging,Irregular
37,38,snag,snagging,V;V.PTCP;PRS,@+ging,Irregular
38,39,sandbag,sandbagging,V;V.PTCP;PRS,@+ging,Irregular
39,40,swag,swagging,V;V.PTCP;PRS,@+ging,Irregular
40,41,flog,flogging,V;V.PTCP;PRS,@+ging,Irregular
41,42,bootleg,bootlegging,V;V.PTCP;PRS,@+ging,Irregular
42,43,snog,snogging,V;V.PTCP;PRS,@+ging,Irregular
43,44,rig,rigging,V;V.PTCP;PRS,@+ging,Irregular
44,45,pug,pugging,V;V.PTCP;PRS,@+ging,Irregular
45,46,nag,nagging,V;V.PTCP;PRS,@+ging,Irregular
46,47,fag,fagging,V;V.PTCP;PRS,@+ging,Irregular
47,48,chug,chugging,V;V.PTCP;PRS,@+ging,Irregular
48,49,tag,tagging,V;V.PTCP;PRS,@+ging,Irregular
49,50,bug,bugging,V;V.PTCP;PRS,@+ging,Irregular
0,1,swan,swanning,V;V.PTCP;PRS,@+ning,Irregular
1,2,don,donning,V;V.PTCP;PRS,@+ning,Irregular
2,3,twin,twinning,V;V.PTCP;PRS,@+ning,Irregular
3,4,pan,panning,V;V.PTCP;PRS,@+ning,Irregular
4,5,win,winning,V;V.PTCP;PRS,@+ning,Irregular
5,6,sin,sinning,V;V.PTCP;PRS,@+ning,Irregular
6,7,shin,shinning,V;V.PTCP;PRS,@+ning,Irregular
7,8,rerun,rerunning,V;V.PTCP;PRS,@+ning,Irregular
8,9,run,running,V;V.PTCP;PRS,@+ning,Irregular
9,10,shun,shunning,V;V.PTCP;PRS,@+ning,Irregular
10,11,ban,banning,V;V.PTCP;PRS,@+ning,Irregular
11,12,overrun,overrunning,V;V.PTCP;PRS,@+ning,Irregular
12,13,unman,unmanning,V;V.PTCP;PRS,@+ning,Irregular
13,14,stun,stunning,V;V.PTCP;PRS,@+ning,Irregular
14,15,man,manning,V;V.PTCP;PRS,@+ning,Irregular
15,16,gin,ginning,V;V.PTCP;PRS,@+ning,Irregular
16,17,scan,scanning,V;V.PTCP;PRS,@+ning,Irregular
17,18,outrun,outrunning,V;V.PTCP;PRS,@+ning,Irregular
18,19,can,canning,V;V.PTCP;PRS,@+ning,Irregular
19,20,grin,grinning,V;V.PTCP;PRS,@+ning,Irregular
20,21,begin,beginning,V;V.PTCP;PRS,@+ning,Irregular
21,22,plan,planning,V;V.PTCP;PRS,@+ning,Irregular
22,23,tin,tinning,V;V.PTCP;PRS,@+ning,Irregular
23,24,ken,kenning,V;V.PTCP;PRS,@+ning,Irregular
24,25,sun,sunning,V;V.PTCP;PRS,@+ning,Irregular
25,26,pin,pinning,V;V.PTCP;PRS,@+ning,Irregular
26,27,fan,fanning,V;V.PTCP;PRS,@+ning,Irregular
27,28,skin,skinning,V;V.PTCP;PRS,@+ning,Irregular
28,29,overman,overmanning,V;V.PTCP;PRS,@+ning,Irregular
29,30,dun,dunning,V;V.PTCP;PRS,@+ning,Irregular
30,31,span,spanning,V;V.PTCP;PRS,@+ning,Irregular
31,32,thin,thinning,V;V.PTCP;PRS,@+ning,Irregular
32,33,underpin,underpinning,V;V.PTCP;PRS,@+ning,Irregular
33,34,caravan,caravanning,V;V.PTCP;PRS,@+ning,Irregular
34,35,con,conning,V;V.PTCP;PRS,@+ning,Irregular
35,36,rosin,rosinning,V;V.PTCP;PRS,@+ning,Irregular
36,37,pun,punning,V;V.PTCP;PRS,@+ning,Irregular
37,38,outspan,outspanning,V;V.PTCP;PRS,@+ning,Irregular
38,39,trepan,trepanning,V;V.PTCP;PRS,@+ning,Irregular
39,40,yen,yenning,V;V.PTCP;PRS,@+ning,Irregular
40,41,pen,penning,V;V.PTCP;PRS,@+ning,Irregular
41,42,inspan,inspanning,V;V.PTCP;PRS,@+ning,Irregular
0,1,sled,sledding,V;V.PTCP;PRS,@+ding,Irregular
1,2,featherbed,featherbedding,V;V.PTCP;PRS,@+ding,Irregular
