	Index	root	inflection	tag	rule	reg	diff	count	each count
2834	2834	reinvade	reinvaded	V;V.PTCP;PST	+d	Irregular	-d	1718	862
2835	2835	mispersuade	mispersuade	V;NFIN	no change	Regular	-	2035	2008
2836	2836	decapitalise	decapitalises	V;3;SG;PRS	+s	Regular	-s	1842	1842
2837	2837	soot	soots	V;3;SG;PRS	+s	Regular	-s	1842	1842
2838	2838	overwash	overwashed	V;PST	+ed	Regular	-ed	1605	817
2839	2839	fid	fid	V;NFIN	no change	Regular	-	2035	2008
2840	2840	postscript	postscripted	V;PST	+ed	Regular	-ed	1605	817
2841	2841	overcast	overcast	V;NFIN	no change	Regular	-	2035	2008
2842	2842	livescan	livescanned	V;PST	double spell	Irregular	-ned	20	12
2843	2843	detraditionalise	detraditionalised	V;PST	+d	Irregular	-d	1718	856
2844	2844	constitutionalize	constitutionalizing	V;V.PTCP;PRS	-e+ing	Irregular	e-ing	832	831
2845	2845	attest	attesting	V;V.PTCP;PRS	+ing	Regular	-ing	949	949
2846	2846	self-sabotage	self-sabotaging	V;V.PTCP;PRS	-e+ing	Irregular	e-ing	832	831
2847	2847	grate	grating	V;V.PTCP;PRS	-e+ing	Irregular	e-ing	832	831
2848	2848	bedangle	bedangled	V;V.PTCP;PST	+d	Irregular	-d	1718	862
2849	2849	ant	anted	V;PST	+ed	Regular	-ed	1605	817
2850	2850	deionise	deionise	V;NFIN	no change	Regular	-	2035	2008
2851	2851	permeablise	permeabilising	V;V.PTCP;PRS	special	Irregular	lise-ilising	1	1
2852	2852	awfulize	awfulizing	V;V.PTCP;PRS	-e+ing	Irregular	e-ing	832	831
2853	2853	unstick	unstuck	V;PST	special	Irregular	i-u	17	6
2854	2854	stap	stapping	V;V.PTCP;PRS	double spell	Irregular	-ping	30	30
2855	2855	booze	booze	V;NFIN	no change	Regular	-	2035	2008
2856	2856	centuplicate	centuplicates	V;3;SG;PRS	+s	Regular	-s	1842	1842
2857	2857	wardrive	wardriving	V;V.PTCP;PRS	-e+ing	Irregular	e-ing	832	831
2858	2858	overslaugh	overslaughed	V;V.PTCP;PST	+ed	Regular	-ed	1605	788
2859	2859	sense	sensed	V;PST	+d	Irregular	-d	1718	856
2860	2860	emplane	emplaning	V;V.PTCP;PRS	-e+ing	Irregular	e-ing	832	831
2861	2861	enterlace	enterlace	V;NFIN	no change	Regular	-	2035	2008
2862	2862	war	wars	V;3;SG;PRS	+s	Regular	-s	1842	1842
2863	2863	embrighten	embrightened	V;PST	+ed	Regular	-ed	1605	817
2864	2864	provision	provision	V;NFIN	no change	Regular	-	2035	2008
2865	2865	unhill	unhilled	V;PST	+ed	Regular	-ed	1605	817
2866	2866	ungag	ungags	V;3;SG;PRS	+s	Regular	-s	1842	1842
2867	2867	enmesh	enmesh	V;NFIN	no change	Regular	-	2035	2008
2868	2868	anarchize	anarchized	V;PST	+d	Irregular	-d	1718	856
2869	2869	enturbulate	enturbulates	V;3;SG;PRS	+s	Regular	-s	1842	1842
2870	2870	sensualize	sensualized	V;V.PTCP;PST	+d	Irregular	-d	1718	862
2871	2871	defrock	defrocking	V;V.PTCP;PRS	+ing	Regular	-ing	949	949
2872	2872	may	may	V;NFIN	no change	Regular	-	2035	2008
2873	2873	rive	riven	V;V.PTCP;PST	special	Irregular	-n	19	19
2874	2874	trailer	trailers	V;3;SG;PRS	+s	Regular	-s	1842	1842
2875	2875	betroth	betroths	V;3;SG;PRS	+s	Regular	-s	1842	1842
2876	2876	victimise	victimises	V;3;SG;PRS	+s	Regular	-s	1842	1842
2877	2877	cryosequester	cryosequester	V;NFIN	no change	Regular	-	2035	2008
2878	2878	emasculate	emasculated	V;PST	+d	Irregular	-d	1718	856
2879	2879	gleg	glegged	V;V.PTCP;PST	double spell	Irregular	-ged	40	22
2880	2880	deseed	deseeds	V;3;SG;PRS	+s	Regular	-s	1842	1842
2881	2881	finetune	finetune	V;NFIN	no change	Regular	-	2035	2008
2882	2882	apostille	apostilles	V;3;SG;PRS	+s	Regular	-s	1842	1842
2883	2883	militarize	militarized	V;V.PTCP;PST	+d	Irregular	-d	1718	862
2884	2884	oscillate	oscillating	V;V.PTCP;PRS	-e+ing	Irregular	e-ing	832	831
2885	2885	operate	operated	V;V.PTCP;PST	+d	Irregular	-d	1718	862
2886	2886	besleeve	besleeving	V;V.PTCP;PRS	-e+ing	Irregular	e-ing	832	831
2887	2887	yiddishize	yiddishizes	V;3;SG;PRS	+s	Regular	-s	1842	1842
2888	2888	rong	rong	V;NFIN	no change	Regular	-	2035	2008
2889	2889	forsloth	forslothed	V;PST	+ed	Regular	-ed	1605	817
2890	2890	diverge	diverge	V;NFIN	no change	Regular	-	2035	2008
2891	2891	disaffirm	disaffirm	V;NFIN	no change	Regular	-	2035	2008
2892	2892	procession	procession	V;NFIN	no change	Regular	-	2035	2008
2893	2893	guard	guard	V;NFIN	no change	Regular	-	2035	2008
2894	2894	mispredict	mispredicted	V;V.PTCP;PST	+ed	Regular	-ed	1605	788
2895	2895	gip	gip	V;NFIN	no change	Regular	-	2035	2008
2896	2896	bestrew	bestrewn	V;V.PTCP;PST	special	Irregular	-n	19	19
2897	2897	reop	reops	V;3;SG;PRS	+s	Regular	-s	1842	1842
2898	2898	immunosuppress	immunosuppressed	V;V.PTCP;PST	+ed	Regular	-ed	1605	788
2899	2899	loan	loan	V;NFIN	no change	Regular	-	2035	2008
2900	2900	grift	grifting	V;V.PTCP;PRS	+ing	Regular	-ing	949	949
2901	2901	beknit	beknit	V;PST	d-t	Irregular	-	2035	14
2902	2902	envowel	envowelled	V;V.PTCP;PST	double spell	Irregular	-led	47	27
2903	2903	venesect	venesecting	V;V.PTCP;PRS	+ing	Regular	-ing	949	949
2904	2904	hornswoggle	hornswoggled	V;V.PTCP;PST	+d	Irregular	-d	1718	862
2905	2905	glug	glugged	V;PST	double spell	Irregular	-ged	40	18
2906	2906	glug	glug	V;NFIN	no change	Regular	-	2035	2008
2907	2907	raik	raiked	V;V.PTCP;PST	+ed	Regular	-ed	1605	788
2908	2908	anonymize	anonymized	V;PST	+d	Irregular	-d	1718	856
2909	2909	masculize	masculizes	V;3;SG;PRS	+s	Regular	-s	1842	1842
2910	2910	debunk	debunk	V;NFIN	no change	Regular	-	2035	2008
2911	2911	deturbate	deturbating	V;V.PTCP;PRS	-e+ing	Irregular	e-ing	832	831
2912	2912	girlcott	girlcotting	V;V.PTCP;PRS	+ing	Regular	-ing	949	949
2913	2913	reserve	reserve	V;NFIN	no change	Regular	-	2035	2008
2914	2914	delineate	delineate	V;NFIN	no change	Regular	-	2035	2008
2915	2915	delustre	delustring	V;V.PTCP;PRS	-e+ing	Irregular	e-ing	832	831
2916	2916	cantile	cantiles	V;3;SG;PRS	+s	Regular	-s	1842	1842
2917	2917	upthunder	upthundering	V;V.PTCP;PRS	+ing	Regular	-ing	949	949
2918	2918	forwall	forwalled	V;PST	+ed	Regular	-ed	1605	817
2919	2919	hie	hying	V;V.PTCP;PRS	special	Irregular	ie-ying	2	2
2920	2920	repurpose	repurposed	V;V.PTCP;PST	+d	Irregular	-d	1718	862
2921	2921	creed	creeding	V;V.PTCP;PRS	+ing	Regular	-ing	949	949
2922	2922	confeder	confedering	V;V.PTCP;PRS	+ing	Regular	-ing	949	949
2923	2923	rebutter	rebuttered	V;PST	+ed	Regular	-ed	1605	817
2924	2924	deadline	deadline	V;NFIN	no change	Regular	-	2035	2008
2925	2925	pot	potted	V;V.PTCP;PST	double spell	Irregular	-ted	43	20
2926	2926	fuffle	fuffles	V;3;SG;PRS	+s	Regular	-s	1842	1842
2927	2927	tod	todded	V;PST	double spell	Irregular	-ded	20	9
2928	2928	shew	shew	V;NFIN	no change	Regular	-	2035	2008
2929	2929	skin-dive	skin-dove	V;PST	special	Irregular	i-o	15	12
2930	2930	decamp	decamped	V;V.PTCP;PST	+ed	Regular	-ed	1605	788
2931	2931	power-walk	power-walking	V;V.PTCP;PRS	+ing	Regular	-ing	949	949
2932	2932	crash-land	crash-landed	V;PST	+ed	Regular	-ed	1605	817
2933	2933	downcase	downcase	V;NFIN	no change	Regular	-	2035	2008
2934	2934	counterpoise	counterpoises	V;3;SG;PRS	+s	Regular	-s	1842	1842
2935	2935	deal	dealing	V;V.PTCP;PRS	+ing	Regular	-ing	949	949
2936	2936	confessionalise	confessionalised	V;V.PTCP;PST	+d	Irregular	-d	1718	862
2937	2937	gladden	gladdened	V;PST	+ed	Regular	-ed	1605	817
2938	2938	person	personed	V;PST	+ed	Regular	-ed	1605	817
2939	2939	pedestrianise	pedestrianising	V;V.PTCP;PRS	-e+ing	Irregular	e-ing	832	831
2940	2940	signiorize	signiorize	V;NFIN	no change	Regular	-	2035	2008
2941	2941	pabble	pabble	V;NFIN	no change	Regular	-	2035	2008
2942	2942	whitelist	whitelisted	V;PST	+ed	Regular	-ed	1605	817
2943	2943	miscapitalize	miscapitalize	V;NFIN	no change	Regular	-	2035	2008
2944	2944	vapour	vapoured	V;V.PTCP;PST	+ed	Regular	-ed	1605	788
2945	2945	facilitate	facilitated	V;V.PTCP;PST	+d	Irregular	-d	1718	862
2946	2946	misreckon	misreckoned	V;PST	+ed	Regular	-ed	1605	817
2947	2947	unblindfold	unblindfolded	V;PST	+ed	Regular	-ed	1605	817
2948	2948	hoarsen	hoarsens	V;3;SG;PRS	+s	Regular	-s	1842	1842
2949	2949	smore	smoring	V;V.PTCP;PRS	-e+ing	Irregular	e-ing	832	831
2950	2950	checkerboard	checkerboarding	V;V.PTCP;PRS	+ing	Regular	-ing	949	949
2951	2951	bucket	bucketed	V;PST	+ed	Regular	-ed	1605	817
2952	2952	relearn	relearnt	V;V.PTCP;PST	special	Irregular	-t	11	6
2953	2953	methodize	methodizing	V;V.PTCP;PRS	-e+ing	Irregular	e-ing	832	831
2954	2954	journal	journaled	V;V.PTCP;PST	+ed	Regular	-ed	1605	788
2955	2955	putz	putz	V;NFIN	no change	Regular	-	2035	2008
2956	2956	sideswipe	sideswipe	V;NFIN	no change	Regular	-	2035	2008
2957	2957	beseem	beseem	V;NFIN	no change	Regular	-	2035	2008
2958	2958	outsend	outsent	V;V.PTCP;PST	special	Irregular	d-t	7	3
2959	2959	rampage	rampages	V;3;SG;PRS	+s	Regular	-s	1842	1842
2960	2960	exsect	exsected	V;PST	+ed	Regular	-ed	1605	817
2961	2961	commit	commit	V;NFIN	no change	Regular	-	2035	2008
2962	2962	brandwash	brandwashes	V;3;SG;PRS	+es	Irregular	-es	103	103
2963	2963	besort	besort	V;NFIN	no change	Regular	-	2035	2008
2964	2964	acknow	acknew	V;PST	special	Irregular	o-e	8	8
2965	2965	limewash	limewashing	V;V.PTCP;PRS	+ing	Regular	-ing	949	949
2966	2966	counterbalance	counterbalanced	V;PST	+d	Irregular	-d	1718	856
2967	2967	unexecute	unexecuted	V;PST	+d	Irregular	-d	1718	856
2968	2968	miraculize	miraculizes	V;3;SG;PRS	+s	Regular	-s	1842	1842
2969	2969	derandomise	derandomise	V;NFIN	no change	Regular	-	2035	2008
2970	2970	de-gay	de-gayed	V;PST	+ed	Regular	-ed	1605	817
2971	2971	bespeckle	bespeckled	V;PST	+d	Irregular	-d	1718	856
2972	2972	desensitise	desensitised	V;V.PTCP;PST	+d	Irregular	-d	1718	862
2973	2973	interfinger	interfingered	V;PST	+ed	Regular	-ed	1605	817
2974	2974	decarbonylate	decarbonylate	V;NFIN	no change	Regular	-	2035	2008
2975	2975	crinkle	crinkled	V;PST	+d	Irregular	-d	1718	856
2976	2976	instaure	instauring	V;V.PTCP;PRS	-e+ing	Irregular	e-ing	832	831
2977	2977	dextrinize	dextrinizing	V;V.PTCP;PRS	-e+ing	Irregular	e-ing	832	831
2978	2978	readminister	readministering	V;V.PTCP;PRS	+ing	Regular	-ing	949	949
2979	2979	prævent	prævented	V;V.PTCP;PST	+ed	Regular	-ed	1605	788
2980	2980	dissect	dissected	V;V.PTCP;PST	+ed	Regular	-ed	1605	788
2981	2981	regurgitate	regurgitated	V;V.PTCP;PST	+d	Irregular	-d	1718	862
2982	2982	jouk	jouked	V;V.PTCP;PST	+ed	Regular	-ed	1605	788
2983	2983	naturalize	naturalizes	V;3;SG;PRS	+s	Regular	-s	1842	1842
2984	2984	dilly-dally	dilly-dally	V;NFIN	no change	Regular	-	2035	2008
2985	2985	paperclip	paperclips	V;3;SG;PRS	+s	Regular	-s	1842	1842
2986	2986	card	carding	V;V.PTCP;PRS	+ing	Regular	-ing	949	949
2987	2987	underprovision	underprovisioned	V;PST	+ed	Regular	-ed	1605	817
2988	2988	slaughtre	slaughtred	V;V.PTCP;PST	+d	Irregular	-d	1718	862
2989	2989	echolocate	echolocated	V;PST	+d	Irregular	-d	1718	856
2990	2990	cund	cund	V;NFIN	no change	Regular	-	2035	2008
2991	2991	adhere	adhere	V;NFIN	no change	Regular	-	2035	2008
2992	2992	radiotag	radiotags	V;3;SG;PRS	+s	Regular	-s	1842	1842
2993	2993	overintellectualise	overintellectualises	V;3;SG;PRS	+s	Regular	-s	1842	1842
2994	2994	document	documents	V;3;SG;PRS	+s	Regular	-s	1842	1842
2995	2995	echo	echoed	V;V.PTCP;PST	+ed	Regular	-ed	1605	788
2996	2996	inleague	inleagued	V;V.PTCP;PST	+d	Irregular	-d	1718	862
2997	2997	chromize	chromized	V;V.PTCP;PST	+d	Irregular	-d	1718	862
2998	2998	outfence	outfenced	V;V.PTCP;PST	+d	Irregular	-d	1718	862
2999	2999	geocode	geocoding	V;V.PTCP;PRS	-e+ing	Irregular	e-ing	832	831
3000	3000	buzz	buzzes	V;3;SG;PRS	+es	Irregular	-es	103	103
3001	3001	critique	critiques	V;3;SG;PRS	+s	Regular	-s	1842	1842
3002	3002	dandify	dandified	V;V.PTCP;PST	y-ied	Irregular	y-ied	145	66
3003	3003	juxtaposit	juxtaposit	V;NFIN	no change	Regular	-	2035	2008
3004	3004	repurify	repurifies	V;3;SG;PRS	y-ies	Irregular	y-ies	74	74
3005	3005	recertificate	recertificates	V;3;SG;PRS	+s	Regular	-s	1842	1842
3006	3006	gear	gear	V;NFIN	no change	Regular	-	2035	2008
3007	3007	flicker	flickered	V;PST	+ed	Regular	-ed	1605	817
3008	3008	incask	incasked	V;V.PTCP;PST	+ed	Regular	-ed	1605	788
3009	3009	evangelize	evangelize	V;NFIN	no change	Regular	-	2035	2008
3010	3010	immunoprotect	immunoprotect	V;NFIN	no change	Regular	-	2035	2008
3011	3011	misvote	misvoted	V;V.PTCP;PST	+d	Irregular	-d	1718	862
3012	3012	introgress	introgress	V;NFIN	no change	Regular	-	2035	2008
3013	3013	crystalise	crystalising	V;V.PTCP;PRS	-e+ing	Irregular	e-ing	832	831
3014	3014	verbify	verbifying	V;V.PTCP;PRS	+ing	Regular	-ing	949	949
3015	3015	overlay	overlayed	V;V.PTCP;PST	+ed	Regular	-ed	1605	788
3016	3016	insperse	insperses	V;3;SG;PRS	+s	Regular	-s	1842	1842
3017	3017	motive	motive	V;NFIN	no change	Regular	-	2035	2008
3018	3018	overcook	overcooking	V;V.PTCP;PRS	+ing	Regular	-ing	949	949
3019	3019	adstrict	adstricted	V;V.PTCP;PST	+ed	Regular	-ed	1605	788
3020	3020	mongrelise	mongrelises	V;3;SG;PRS	+s	Regular	-s	1842	1842
3021	3021	rejustify	rejustified	V;V.PTCP;PST	y-ied	Irregular	y-ied	145	66
3022	3022	overhall	overhalls	V;3;SG;PRS	+s	Regular	-s	1842	1842
3023	3023	trapan	trapan	V;NFIN	no change	Regular	-	2035	2008
3024	3024	scrutinise	scrutinises	V;3;SG;PRS	+s	Regular	-s	1842	1842
3025	3025	untick	untick	V;NFIN	no change	Regular	-	2035	2008
3026	3026	russianise	russianise	V;NFIN	no change	Regular	-	2035	2008
3027	3027	gallicize	gallicized	V;PST	+d	Irregular	-d	1718	856
3028	3028	retap	retapped	V;V.PTCP;PST	double spell	Irregular	-ped	54	28
3029	3029	banister	banistering	V;V.PTCP;PRS	+ing	Regular	-ing	949	949
3030	3030	butcher	butcher	V;NFIN	no change	Regular	-	2035	2008
3031	3031	disco	discoing	V;V.PTCP;PRS	+ing	Regular	-ing	949	949
3032	3032	diphthongise	diphthongising	V;V.PTCP;PRS	-e+ing	Irregular	e-ing	832	831
3033	3033	sorcerize	sorcerizes	V;3;SG;PRS	+s	Regular	-s	1842	1842
3034	3034	complete	complete	V;NFIN	no change	Regular	-	2035	2008
3035	3035	sinch	sinched	V;PST	+ed	Regular	-ed	1605	817
3036	3036	besweeten	besweetned	V;V.PTCP;PST	special	Irregular	en-ned	1	1
3037	3037	recarry	recarry	V;NFIN	no change	Regular	-	2035	2008
3038	3038	congrue	congrued	V;PST	+d	Irregular	-d	1718	856
3039	3039	uprouse	uprousing	V;V.PTCP;PRS	-e+ing	Irregular	e-ing	832	831
3040	3040	unchamber	unchambers	V;3;SG;PRS	+s	Regular	-s	1842	1842
3041	3041	honnor	honnored	V;PST	+ed	Regular	-ed	1605	817
3042	3042	kiteboard	kiteboarding	V;V.PTCP;PRS	+ing	Regular	-ing	949	949
3043	3043	ftp	ftps	V;3;SG;PRS	+s	Regular	-s	1842	1842
3044	3044	financialise	financialised	V;PST	+d	Irregular	-d	1718	856
3045	3045	misparse	misparses	V;3;SG;PRS	+s	Regular	-s	1842	1842
3046	3046	conscript	conscripts	V;3;SG;PRS	+s	Regular	-s	1842	1842
3047	3047	marbelize	marbelized	V;PST	+d	Irregular	-d	1718	856
3048	3048	inspirit	inspirited	V;PST	+ed	Regular	-ed	1605	817
3049	3049	member	membering	V;V.PTCP;PRS	+ing	Regular	-ing	949	949
3050	3050	recouple	recouples	V;3;SG;PRS	+s	Regular	-s	1842	1842
3051	3051	arcweld	arcweld	V;NFIN	no change	Regular	-	2035	2008
3052	3052	disunify	disunified	V;PST	y-ied	Irregular	y-ied	145	79
3053	3053	imbrue	imbrue	V;NFIN	no change	Regular	-	2035	2008
3054	3054	outdream	outdreaming	V;V.PTCP;PRS	+ing	Regular	-ing	949	949
3055	3055	halalify	halalified	V;PST	y-ied	Irregular	y-ied	145	79
3056	3056	burgle	burgles	V;3;SG;PRS	+s	Regular	-s	1842	1842
3057	3057	unroof	unroofed	V;PST	+ed	Regular	-ed	1605	817
3058	3058	veg	vegges	V;3;SG;PRS	special	Irregular	-ges	1	1
3059	3059	blet	bletted	V;V.PTCP;PST	double spell	Irregular	-ted	43	20
3060	3060	mister	mistering	V;V.PTCP;PRS	+ing	Regular	-ing	949	949
3061	3061	robe	robing	V;V.PTCP;PRS	-e+ing	Irregular	e-ing	832	831
3062	3062	spute	sputing	V;V.PTCP;PRS	-e+ing	Irregular	e-ing	832	831
3063	3063	squush	squush	V;NFIN	no change	Regular	-	2035	2008
3064	3064	spirit	spirited	V;V.PTCP;PST	+ed	Regular	-ed	1605	788
3065	3065	resocket	resocketed	V;PST	+ed	Regular	-ed	1605	817
3066	3066	alarm	alarm	V;NFIN	no change	Regular	-	2035	2008
3067	3067	clean	cleans	V;3;SG;PRS	+s	Regular	-s	1842	1842
3068	3068	internetwork	internetworks	V;3;SG;PRS	+s	Regular	-s	1842	1842
3069	3069	oversit	oversitting	V;V.PTCP;PRS	double spell	Irregular	-ting	38	38
3070	3070	bastinade	bastinading	V;V.PTCP;PRS	-e+ing	Irregular	e-ing	832	831
3071	3071	oblivion	oblivion	V;NFIN	no change	Regular	-	2035	2008
3072	3072	gangle	gangled	V;V.PTCP;PST	+d	Irregular	-d	1718	862
3073	3073	aurify	aurified	V;V.PTCP;PST	y-ied	Irregular	y-ied	145	66
3074	3074	bedight	bedighting	V;V.PTCP;PRS	+ing	Regular	-ing	949	949
3075	3075	enlay	enlaying	V;V.PTCP;PRS	+ing	Regular	-ing	949	949
3076	3076	incardinate	incardinated	V;PST	+d	Irregular	-d	1718	856
3077	3077	deposit	deposited	V;V.PTCP;PST	+ed	Regular	-ed	1605	788
3078	3078	torat	torats	V;3;SG;PRS	+s	Regular	-s	1842	1842
3079	3079	referee	refereed	V;PST	+d	Irregular	-d	1718	856
3080	3080	drink	drinks	V;3;SG;PRS	+s	Regular	-s	1842	1842
3081	3081	join	join	V;NFIN	no change	Regular	-	2035	2008
3082	3082	husband	husbanded	V;PST	+ed	Regular	-ed	1605	817
3083	3083	unobscure	unobscure	V;NFIN	no change	Regular	-	2035	2008
3084	3084	inforce	inforce	V;NFIN	no change	Regular	-	2035	2008
3085	3085	rhapsodize	rhapsodizing	V;V.PTCP;PRS	-e+ing	Irregular	e-ing	832	831
3086	3086	backpack	backpack	V;NFIN	no change	Regular	-	2035	2008
3087	3087	euphuize	euphuizes	V;3;SG;PRS	+s	Regular	-s	1842	1842
3088	3088	unassemble	unassembled	V;V.PTCP;PST	+d	Irregular	-d	1718	862
3089	3089	emburse	embursed	V;V.PTCP;PST	+d	Irregular	-d	1718	862
3090	3090	forthpass	forthpassed	V;PST	+ed	Regular	-ed	1605	817
3091	3091	etherise	etherising	V;V.PTCP;PRS	-e+ing	Irregular	e-ing	832	831
3092	3092	bergh	berghed	V;PST	+ed	Regular	-ed	1605	817
3093	3093	premit	premitted	V;V.PTCP;PST	double spell	Irregular	-ted	43	20
3094	3094	gyrostabilize	gyrostabilizes	V;3;SG;PRS	+s	Regular	-s	1842	1842
3095	3095	irregulate	irregulated	V;V.PTCP;PST	+d	Irregular	-d	1718	862
3096	3096	disjoint	disjoint	V;NFIN	no change	Regular	-	2035	2008
3097	3097	fizz	fizz	V;NFIN	no change	Regular	-	2035	2008
3098	3098	productize	productize	V;NFIN	no change	Regular	-	2035	2008
3099	3099	befuddle	befuddles	V;3;SG;PRS	+s	Regular	-s	1842	1842
3100	3100	tod	todding	V;V.PTCP;PRS	double spell	Irregular	-ding	6	6
3101	3101	sin-bin	sin-bin	V;NFIN	no change	Regular	-	2035	2008
3102	3102	cinch	cinch	V;NFIN	no change	Regular	-	2035	2008
3103	3103	memorise	memorised	V;V.PTCP;PST	+d	Irregular	-d	1718	862
3104	3104	creaturize	creaturized	V;V.PTCP;PST	+d	Irregular	-d	1718	862
3105	3105	devastate	devastated	V;PST	+d	Irregular	-d	1718	856
3106	3106	rebrobate	rebrobated	V;PST	+d	Irregular	-d	1718	856
3107	3107	furnish	furnished	V;V.PTCP;PST	+ed	Regular	-ed	1605	788
3108	3108	proselytize	proselytizing	V;V.PTCP;PRS	-e+ing	Irregular	e-ing	832	831
3109	3109	unhoard	unhoarding	V;V.PTCP;PRS	+ing	Regular	-ing	949	949
3110	3110	hotline	hotlined	V;PST	+d	Irregular	-d	1718	856
3111	3111	hinny	hinny	V;NFIN	no change	Regular	-	2035	2008
3112	3112	misadapt	misadapts	V;3;SG;PRS	+s	Regular	-s	1842	1842
3113	3113	wiredraw	wiredraws	V;3;SG;PRS	+s	Regular	-s	1842	1842
3114	3114	reverse-engineer	reverse-engineering	V;V.PTCP;PRS	+ing	Regular	-ing	949	949
3115	3115	unlaw	unlawing	V;V.PTCP;PRS	+ing	Regular	-ing	949	949
3116	3116	adapt	adapt	V;NFIN	no change	Regular	-	2035	2008
3117	3117	disacknowledge	disacknowledged	V;PST	+d	Irregular	-d	1718	856
3118	3118	pedgill	pedgill	V;NFIN	no change	Regular	-	2035	2008
3119	3119	hotdesk	hotdesks	V;3;SG;PRS	+s	Regular	-s	1842	1842
3120	3120	desensitize	desensitize	V;NFIN	no change	Regular	-	2035	2008
3121	3121	synchronise	synchronised	V;PST	+d	Irregular	-d	1718	856
3122	3122	beshout	beshouting	V;V.PTCP;PRS	+ing	Regular	-ing	949	949
3123	3123	decarbonylate	decarbonylates	V;3;SG;PRS	+s	Regular	-s	1842	1842
3124	3124	outweary	outweary	V;NFIN	no change	Regular	-	2035	2008
3125	3125	promise	promises	V;3;SG;PRS	+s	Regular	-s	1842	1842
3126	3126	grammar	grammars	V;3;SG;PRS	+s	Regular	-s	1842	1842
3127	3127	overplant	overplant	V;NFIN	no change	Regular	-	2035	2008
3128	3128	patron	patroned	V;V.PTCP;PST	+ed	Regular	-ed	1605	788
3129	3129	burnettize	burnettized	V;V.PTCP;PST	+d	Irregular	-d	1718	862
3130	3130	renail	renail	V;NFIN	no change	Regular	-	2035	2008
3131	3131	hit	hitting	V;V.PTCP;PRS	double spell	Irregular	-ting	38	38
3132	3132	shatter	shattering	V;V.PTCP;PRS	+ing	Regular	-ing	949	949
3133	3133	downmodulate	downmodulates	V;3;SG;PRS	+s	Regular	-s	1842	1842
3134	3134	bullwhip	bullwhipped	V;PST	double spell	Irregular	-ped	54	26
3135	3135	jargonise	jargonises	V;3;SG;PRS	+s	Regular	-s	1842	1842
3136	3136	drip-dry	drip-dried	V;PST	y-ied	Irregular	y-ied	145	79
3137	3137	fleme	flemed	V;V.PTCP;PST	+d	Irregular	-d	1718	862
3138	3138	elevate	elevated	V;V.PTCP;PST	+d	Irregular	-d	1718	862
3139	3139	understaund	understaunded	V;PST	+ed	Regular	-ed	1605	817
3140	3140	apprize	apprized	V;PST	+d	Irregular	-d	1718	856
3141	3141	mercerize	mercerized	V;PST	+d	Irregular	-d	1718	856
3142	3142	covenaunt	covenaunting	V;V.PTCP;PRS	+ing	Regular	-ing	949	949
3143	3143	overstrew	overstrew	V;NFIN	no change	Regular	-	2035	2008
3144	3144	snitz	snitzed	V;V.PTCP;PST	+ed	Regular	-ed	1605	788
3145	3145	formularise	formularised	V;V.PTCP;PST	+d	Irregular	-d	1718	862
3146	3146	glaunce	glaunced	V;V.PTCP;PST	+d	Irregular	-d	1718	862
3147	3147	goaltend	goaltended	V;PST	+ed	Regular	-ed	1605	817
3148	3148	flack	flacks	V;3;SG;PRS	+s	Regular	-s	1842	1842
3149	3149	vernish	vernishes	V;3;SG;PRS	+es	Irregular	-es	103	103
3150	3150	underdress	underdress	V;NFIN	no change	Regular	-	2035	2008
3151	3151	freecycle	freecycled	V;PST	+d	Irregular	-d	1718	856
3152	3152	outkiss	outkiss	V;NFIN	no change	Regular	-	2035	2008
3153	3153	aggrieve	aggrieves	V;3;SG;PRS	+s	Regular	-s	1842	1842
3154	3154	denarrativize	denarrativizing	V;V.PTCP;PRS	-e+ing	Irregular	e-ing	832	831
3155	3155	push-bike	push-bikes	V;3;SG;PRS	+s	Regular	-s	1842	1842
3156	3156	huzz	huzzes	V;3;SG;PRS	+es	Irregular	-es	103	103
3157	3157	affeeble	affeebles	V;3;SG;PRS	+s	Regular	-s	1842	1842
3158	3158	empoverish	empoverished	V;PST	+ed	Regular	-ed	1605	817
3159	3159	awe	awed	V;V.PTCP;PST	+d	Irregular	-d	1718	862
3160	3160	outreckon	outreckoned	V;V.PTCP;PST	+ed	Regular	-ed	1605	788
3161	3161	scrummage	scrummages	V;3;SG;PRS	+s	Regular	-s	1842	1842
3162	3162	honeymoon	honeymoon	V;NFIN	no change	Regular	-	2035	2008
3163	3163	seagull	seagull	V;NFIN	no change	Regular	-	2035	2008
3164	3164	autocatalyze	autocatalyzing	V;V.PTCP;PRS	-e+ing	Irregular	e-ing	832	831
3165	3165	bat	bat	V;NFIN	no change	Regular	-	2035	2008
3166	3166	irk	irked	V;V.PTCP;PST	+ed	Regular	-ed	1605	788
3167	3167	touzle	touzled	V;PST	+d	Irregular	-d	1718	856
3168	3168	muckle	muckles	V;3;SG;PRS	+s	Regular	-s	1842	1842
